Date,Open,High,Low,Close,Moving Average 50,Moving Average 15
5/11/2015 12:00:00 PM,548.01,548.9,547.85,548.56,550.2182,549.0386
5/11/2015 12:10:00 PM,548.56,548.72,546.67,547.02,550.122,548.724
5/11/2015 12:20:00 PM,546.75,547.96,546.75,547.55,550.0408,548.4594
5/11/2015 12:30:00 PM,547.57,548.11,546.99,548.09,549.973,548.224
5/11/2015 12:40:00 PM,548.19,548.5,547.79,548.28,549.9202,548.086
5/11/2015 12:50:00 PM,548.28,548.4,547.49,547.7,549.8494,547.9647
5/11/2015 1:00:00 PM,547.86,548.29,547.6,547.6,549.7772,547.9313
5/11/2015 1:10:00 PM,547.72,548.36,547.39,548,549.698,547.9313
5/11/2015 1:20:00 PM,548.03,548.61,548.03,548.44,549.6426,547.9127
5/11/2015 1:30:00 PM,548.44,549.08,548.2,548.46,549.5682,547.906
5/11/2015 1:40:00 PM,548.41,548.47,547.93,548.36,549.4944,547.944
5/11/2015 1:50:00 PM,548.36,548.55,547.66,547.66,549.4158,547.8873
5/11/2015 2:00:00 PM,547.66,548.34,547.62,547.72,549.3274,547.9047
5/11/2015 2:10:00 PM,547.72,548.08,547.51,547.93,549.2506,547.9487
5/11/2015 2:20:00 PM,547.93,547.96,546.87,547.18,549.1808,547.9033
5/11/2015 2:30:00 PM,547.18,547.93,546.82,547.77,549.1272,547.8506
5/11/2015 2:40:00 PM,547.77,547.95,547.24,547.57,549.068,547.8873
